concept_id,jlpt_level,expression,reading,meaning,source,source_id,review_status
n4-vocab-1375820-889f1f33,N4,なるほど,なるほど,"now I understand","Jonathan Waller JLPT vocabulary list",1375820,seed
n4-vocab-1212670-bb6cbac8,N4,慣れる,なれる,"to grow accustomed to","Jonathan Waller JLPT vocabulary list",1212670,seed
n4-vocab-1599760-d1d037b3,N4,におい,におい,"a smell","Jonathan Waller JLPT vocabulary list",1599760,seed
n4-vocab-1244310-232dc75e,N4,苦い,にがい,bitter,"Jonathan Waller JLPT vocabulary list",1244310,seed
n4-vocab-1599800-a468c69b,N4,二階建て,にかいだて,"two storied","Jonathan Waller JLPT vocabulary list",1599800,seed
n4-vocab-1450330-5f0a96fd,N4,逃げる,にげる,"to escape","Jonathan Waller JLPT vocabulary list",1450330,seed
n4-vocab-1463930-2410537e,N4,日記,にっき,journal,"Jonathan Waller JLPT vocabulary list",1463930,seed
n4-vocab-1465720-b225fc35,N4,入院,にゅういん,"to hospitalise","Jonathan Waller JLPT vocabulary list",1465720,seed
n4-vocab-1465850-8708beb5,N4,入学,にゅうがく,"to enter school or university","Jonathan Waller JLPT vocabulary list",1465850,seed
n4-vocab-1314600-32527208,N4,似る,にる,"to be similar","Jonathan Waller JLPT vocabulary list",1314600,seed
n4-vocab-1367120-a60bb174,N4,人形,にんぎょう,"doll, figure","Jonathan Waller JLPT vocabulary list",1367120,seed
n4-vocab-1448440-43549e42,N4,盗む,ぬすむ,"to steal","Jonathan Waller JLPT vocabulary list",1448440,seed
n4-vocab-1444270-4d1b6570,N4,塗る,ぬる,"to paint,to plaster","Jonathan Waller JLPT vocabulary list",1444270,seed
n4-vocab-1467620-6e3f22ee,N4,ぬれる,ぬれる,"to get wet","Jonathan Waller JLPT vocabulary list",1467620,seed
n4-vocab-1600160-763a04b8,N4,ねだん,ねだん,price,"Jonathan Waller JLPT vocabulary list",1600160,seed
n4-vocab-1467710-267850fd,N4,熱,ねつ,fever,"Jonathan Waller JLPT vocabulary list",1467710,seed
n4-vocab-1467910-021bfac9,N4,ねっしん,ねっしん,enthusiasm,"Jonathan Waller JLPT vocabulary list",1467910,seed
n4-vocab-1360320-54b91fc7,N4,寝坊,ねぼう,"sleeping in late","Jonathan Waller JLPT vocabulary list",1360320,seed
n4-vocab-1529330-2c49955c,N4,眠い,ねむい,sleepy,"Jonathan Waller JLPT vocabulary list",1529330,seed
n4-vocab-1529390-f10ef202,N4,眠る,ねむる,"to sleep","Jonathan Waller JLPT vocabulary list",1529390,seed
n4-vocab-1304510-919c118b,N4,残る,のこる,"to remain","Jonathan Waller JLPT vocabulary list",1304510,seed
n4-vocab-1600280-6e30088d,N4,喉,のど,throat,"Jonathan Waller JLPT vocabulary list",1600280,seed
n4-vocab-1600470-9e601fa2,N4,乗り換える,のりかえる,"to change between buses or trains","Jonathan Waller JLPT vocabulary list",1600470,seed
n4-vocab-1600530-abf71a50,N4,乗り物,のりもの,vehicle,"Jonathan Waller JLPT vocabulary list",1600530,seed
n4-vocab-1546550-b42eb048,N4,葉,は,leaf,"Jonathan Waller JLPT vocabulary list",1546550,seed
n4-vocab-1355810-43bca0bf,N4,場合,ばあい,situation,"Jonathan Waller JLPT vocabulary list",1355810,seed
n4-vocab-1100810-bd19f08a,N4,パート,パート,"part time","Jonathan Waller JLPT vocabulary list",1100810,seed
n4-vocab-1473230-14b8b900,N4,倍,ばい,double,"Jonathan Waller JLPT vocabulary list",1473230,seed
n4-vocab-1472270-eb18e4e1,N4,拝見,はいけん,"(humble) to look at","Jonathan Waller JLPT vocabulary list",1472270,seed
n4-vocab-1313080-4bf41463,N4,歯医者,はいしゃ,dentist,"Jonathan Waller JLPT vocabulary list",1313080,seed
n4-vocab-1172660-a4f83134,N4,運ぶ,はこぶ,"to transport","Jonathan Waller JLPT vocabulary list",1172660,seed
n4-vocab-1307550-ce571f5a,N4,始める,はじめる,"to begin","Jonathan Waller JLPT vocabulary list",1307550,seed
n4-vocab-1355850-0ed00a94,N4,場所,ばしょ,location,"Jonathan Waller JLPT vocabulary list",1355850,seed
n4-vocab-1476430-ad45569a,N4,筈,はず,"it should be so","Jonathan Waller JLPT vocabulary list",1476430,seed
n4-vocab-1421630-0fc11349,N4,恥ずかしい,はずかしい,embarrassed,"Jonathan Waller JLPT vocabulary list",1421630,seed
n4-vocab-1101570-2b886a30,N4,パソコン,パソコン,"personal computer","Jonathan Waller JLPT vocabulary list",1101570,seed
n4-vocab-1477170-15bf8701,N4,発音,はつおん,pronunciation,"Jonathan Waller JLPT vocabulary list",1477170,seed
n4-vocab-1010150-c8232e9a,N4,はっきり,はっきり,clearly,"Jonathan Waller JLPT vocabulary list",1010150,seed
n4-vocab-1194660-7531e51a,N4,花見,はなみ,"cherry-blossom viewing","Jonathan Waller JLPT vocabulary list",1194660,seed
n4-vocab-1555440-4b177368,N4,林,はやし,"woods,forester","Jonathan Waller JLPT vocabulary list",1555440,seed
n4-vocab-1501620-0f96620e,N4,払う,はらう,"to pay","Jonathan Waller JLPT vocabulary list",1501620,seed
n4-vocab-1482340-12916d49,N4,番組,ばんぐみ,"television or radio program","Jonathan Waller JLPT vocabulary list",1482340,seed
n4-vocab-1480670-be33ee96,N4,反対,はんたい,opposition,"Jonathan Waller JLPT vocabulary list",1480670,seed
n4-vocab-1096770-89f0f8af,N4,ハンドバッグ,ハンドバッグ,handbag　,"Jonathan Waller JLPT vocabulary list",1096770,seed
n4-vocab-1463770-485740cd,N4,日,ひ,"day, sun","Jonathan Waller JLPT vocabulary list",1463770,seed
n4-vocab-1193610-3689503e,N4,火,ひ,fire,"Jonathan Waller JLPT vocabulary list",1193610,seed
n4-vocab-1106400-c34c3af9,N4,ピアノ,ピアノ,piano,"Jonathan Waller JLPT vocabulary list",1106400,seed
n4-vocab-1556630-e2c40c03,N4,冷える,ひえる,"to grow cold","Jonathan Waller JLPT vocabulary list",1556630,seed
n4-vocab-1272780-e274dbc8,N4,光,ひかり,light,"Jonathan Waller JLPT vocabulary list",1272780,seed
n4-vocab-1272820-630e15d8,N4,光る,ひかる,"to shine,to glitter","Jonathan Waller JLPT vocabulary list",1272820,seed
n4-vocab-1601650-74643466,N4,引き出し,ひきだし,"drawer,drawing out","Jonathan Waller JLPT vocabulary list",1601650,seed
n4-vocab-1601660-93c314d2,N4,引き出す,ひきだす,"to withdraw","Jonathan Waller JLPT vocabulary list",1601660,seed
n4-vocab-1601810-46e332f6,N4,髭,ひげ,beard,"Jonathan Waller JLPT vocabulary list",1601810,seed
n4-vocab-1485520-e9e3ada7,N4,飛行場,ひこうじょう,airport,"Jonathan Waller JLPT vocabulary list",1485520,seed
n4-vocab-1227370-2e51869d,N4,久しぶり,ひさしぶり,"after a long time","Jonathan Waller JLPT vocabulary list",1227370,seed
n4-vocab-1486460-158f5ad5,N4,美術館,びじゅつかん,"art gallery","Jonathan Waller JLPT vocabulary list",1486460,seed
n4-vocab-1484930-c9c50ea9,N4,非常に,ひじょうに,extremely,"Jonathan Waller JLPT vocabulary list",1484930,seed
n4-vocab-1226360-8ae807d4,N4,びっくり,びっくり,"to be surprised","Jonathan Waller JLPT vocabulary list",1226360,seed
n4-vocab-1169340-f4635cc9,N4,引っ越す,ひっこす,"to move house","Jonathan Waller JLPT vocabulary list",1169340,seed
n4-vocab-1487660-8a885888,N4,必要,ひつよう,necessary,"Jonathan Waller JLPT vocabulary list",1487660,seed
n4-vocab-1602060-3540dccf,N4,ひどい,ひどい,awful,"Jonathan Waller JLPT vocabulary list",1602060,seed
n4-vocab-1202440-d1ab2e23,N4,開く,ひらく,"to open an event","Jonathan Waller JLPT vocabulary list",1202440,seed
n4-vocab-1106010-ea38e768,N4,ビル,ビル,"building or bill","Jonathan Waller JLPT vocabulary list",1106010,seed
n4-vocab-1581710-ba458594,N4,昼間,ひるま,"daytime,during the day","Jonathan Waller JLPT vocabulary list",1581710,seed
n4-vocab-1426290-4dc7ab3e,N4,昼休み,ひるやすみ,"noon break","Jonathan Waller JLPT vocabulary list",1426290,seed
n4-vocab-1332570-6ee86060,N4,拾う,ひろう,"to pick up,to gather","Jonathan Waller JLPT vocabulary list",1332570,seed
n4-vocab-1108180-83f4f870,N4,ファックス,ファックス,fax,"Jonathan Waller JLPT vocabulary list",1108180,seed
n4-vocab-1602440-237bc4e7,N4,増える,ふえる,"to increase","Jonathan Waller JLPT vocabulary list",1602440,seed
n4-vocab-1362640-557771c5,N4,深い,ふかい,deep,"Jonathan Waller JLPT vocabulary list",1362640,seed
n4-vocab-1501350-aab90f61,N4,複雑,ふくざつ,"complexity,complication","Jonathan Waller JLPT vocabulary list",1501350,seed
n4-vocab-1500800-4e248751,N4,復習,ふくしゅう,revision,"Jonathan Waller JLPT vocabulary list",1500800,seed
n4-vocab-1499460-33ee970c,N4,部長,ぶちょう,"head of a section","Jonathan Waller JLPT vocabulary list",1499460,seed
n4-vocab-1497190-9430035c,N4,普通,ふつう,"usually, or a train that stops at every station","Jonathan Waller JLPT vocabulary list",1497190,seed
n4-vocab-1499230-9b6fe32f,N4,葡萄,ぶどう,grapes,"Jonathan Waller JLPT vocabulary list",1499230,seed
n4-vocab-1408220-5e3e42ea,N4,太る,ふとる,"to become fat","Jonathan Waller JLPT vocabulary list",1408220,seed
n4-vocab-1496890-94afdeff,N4,布団,ふとん,"Japanese bedding, futon","Jonathan Waller JLPT vocabulary list",1496890,seed
n4-vocab-1602800-44c5b0e3,N4,舟,ふね,ship,"Jonathan Waller JLPT vocabulary list",1602800,seed
n4-vocab-1494860-8f86c02b,N4,不便,ふべん,inconvenience,"Jonathan Waller JLPT vocabulary list",1494860,seed
n4-vocab-1450270-2263f8e6,N4,踏む,ふむ,"to step on","Jonathan Waller JLPT vocabulary list",1450270,seed
n4-vocab-1282770-37b57e40,N4,降り出す,ふりだす,"to start to rain","Jonathan Waller JLPT vocabulary list",1282770,seed
n4-vocab-1116840-c77cd087,N4,プレゼント,プレゼント,present,"Jonathan Waller JLPT vocabulary list",1116840,seed
n4-vocab-1505120-bc0f7b45,N4,文化,ぶんか,culture,"Jonathan Waller JLPT vocabulary list",1505120,seed
n4-vocab-1505190-99c6cc90,N4,文学,ぶんがく,literature,"Jonathan Waller JLPT vocabulary list",1505190,seed
n4-vocab-1505600-328331f5,N4,文法,ぶんぽう,grammar,"Jonathan Waller JLPT vocabulary list",1505600,seed
n4-vocab-1509430-e5a44da2,N4,別,べつ,different,"Jonathan Waller JLPT vocabulary list",1509430,seed
n4-vocab-1120010-533e140c,N4,ベル,ベル,bell,"Jonathan Waller JLPT vocabulary list",1120010,seed
n4-vocab-1510640-567a639b,N4,変,へん,strange,"Jonathan Waller JLPT vocabulary list",1510640,seed
n4-vocab-1512220-15a0cdae,N4,返事,へんじ,reply,"Jonathan Waller JLPT vocabulary list",1512220,seed
n4-vocab-1520120-c5612cc6,N4,貿易,ぼうえき,trade,"Jonathan Waller JLPT vocabulary list",1520120,seed
n4-vocab-1516750-6dbf3518,N4,放送,ほうそう,"to broadcast","Jonathan Waller JLPT vocabulary list",1516750,seed
n4-vocab-1517480-ef5c9cf2,N4,法律,ほうりつ,law,"Jonathan Waller JLPT vocabulary list",1517480,seed
n4-vocab-1521400-9a0e3bea,N4,僕,ぼく,"I (used by males)","Jonathan Waller JLPT vocabulary list",1521400,seed
n4-vocab-1376310-b3812554,N4,星,ほし,star,"Jonathan Waller JLPT vocabulary list",1376310,seed
n4-vocab-1436510-e504cde2,N4,程,ほど,extent,"Jonathan Waller JLPT vocabulary list",1436510,seed
n4-vocab-1522050-ce20df86,N4,ほとんど,ほとんど,mostly,"Jonathan Waller JLPT vocabulary list",1522050,seed
n4-vocab-1603550-c7c832b7,N4,ほめる,ほめる,"to praise","Jonathan Waller JLPT vocabulary list",1603550,seed
n4-vocab-1523400-6a750c3b,N4,翻訳,ほんやく,translation,"Jonathan Waller JLPT vocabulary list",1523400,seed
n4-vocab-1302070-78143c22,N4,参る,まいる,"(humble) to go,to come","Jonathan Waller JLPT vocabulary list",1302070,seed
n4-vocab-1497980-19ecbdff,N4,負ける,まける,"to lose","Jonathan Waller JLPT vocabulary list",1497980,seed
n4-vocab-1364360-67ea65ef,N4,まじめ,まじめ,serious,"Jonathan Waller JLPT vocabulary list",1364360,seed
n4-vocab-1387240-0ca82c45,N4,先ず,まず,"first of all","Jonathan Waller JLPT vocabulary list",1387240,seed
n4-vocab-1524990-21450baf,N4,または,または,"or,otherwise","Jonathan Waller JLPT vocabulary list",1524990,seed
n4-vocab-1215330-939ba219,N4,間違える,まちがえる,"to make a mistake","Jonathan Waller JLPT vocabulary list",1215330,seed
n4-vocab-1215260-5e6e2922,N4,間に合う,まにあう,"to be in time for","Jonathan Waller JLPT vocabulary list",1215260,seed
n4-vocab-1604290-c6799c09,N4,周り,まわり,surroundings,"Jonathan Waller JLPT vocabulary list",1604290,seed
n4-vocab-1604300-7b744828,N4,回る,まわる,"to go around","Jonathan Waller JLPT vocabulary list",1604300,seed
n4-vocab-1526920-54d69e3b,N4,漫画,まんが,comic,"Jonathan Waller JLPT vocabulary list",1526920,seed
n4-vocab-1604350-1e09406b,N4,真ん中,まんなか,middle,"Jonathan Waller JLPT vocabulary list",1604350,seed
n4-vocab-1259140-96f91f71,N4,見える,みえる,"to be in sight","Jonathan Waller JLPT vocabulary list",1259140,seed
n4-vocab-1267280-93e2b1b5,N4,湖,みずうみ,lake,"Jonathan Waller JLPT vocabulary list",1267280,seed
n4-vocab-1527040-2c9958ff,N4,味噌,みそ,"bean paste","Jonathan Waller JLPT vocabulary list",1527040,seed
n4-vocab-1604550-12ada430,N4,見つかる,みつかる,"to be discovered","Jonathan Waller JLPT vocabulary list",1604550,seed
n4-vocab-1604570-62ce2736,N4,見つける,みつける,"to discover","Jonathan Waller JLPT vocabulary list",1604570,seed
n4-vocab-1202150-72811769,N4,皆,みな,everybody,"Jonathan Waller JLPT vocabulary list",1202150,seed
n4-vocab-1279990-799050b3,N4,港,みなと,harbour,"Jonathan Waller JLPT vocabulary list",1279990,seed
n4-vocab-1604800-7af08748,N4,向かう,むかう,"to face","Jonathan Waller JLPT vocabulary list",1604800,seed
n4-vocab-1253190-ff430526,N4,迎える,むかえる,"to go out to meet","Jonathan Waller JLPT vocabulary list",1253190,seed
n4-vocab-1382370-196c8691,N4,昔,むかし,"olden days, former","Jonathan Waller JLPT vocabulary list",1382370,seed
n4-vocab-1426680-0fdd35d4,N4,虫,むし,insect,"Jonathan Waller JLPT vocabulary list",1426680,seed
n4-vocab-1404390-8693eef1,N4,息子,むすこ,"(humble) son","Jonathan Waller JLPT vocabulary list",1404390,seed
n4-vocab-1531190-b91b2c42,N4,娘,むすめ,"(humble) daughter","Jonathan Waller JLPT vocabulary list",1531190,seed
n4-vocab-1530970-34d7f9a3,N4,無理,むり,impossible,"Jonathan Waller JLPT vocabulary list",1530970,seed
n4-vocab-1346370-462fff15,N4,召し上がる,めしあがる,"(polite) to eat","Jonathan Waller JLPT vocabulary list",1346370,seed
n4-vocab-1431850-be4d55a6,N4,珍しい,めずらしい,rare,"Jonathan Waller JLPT vocabulary list",1431850,seed
n4-vocab-1362950-56ae66cc,N4,申し上げる,もうしあげる,"(humble) to say,to tell","Jonathan Waller JLPT vocabulary list",1362950,seed
n4-vocab-1363090-51da37d1,N4,申す,もうす,"(humble) to be called,to say","Jonathan Waller JLPT vocabulary list",1363090,seed
n4-vocab-2015610-2fec1638,N4,もうすぐ,もうすぐ,soon,"Jonathan Waller JLPT vocabulary list",2015610,seed
n4-vocab-2607730-2be9d5f0,N4,もし,もし,if,"Jonathan Waller JLPT vocabulary list",2607730,seed
n4-vocab-1535780-a9254315,N4,もちろん,もちろん,"of course","Jonathan Waller JLPT vocabulary list",1535780,seed
n4-vocab-1293700-3e9b36ae,N4,最も,もっとも,extremely,"Jonathan Waller JLPT vocabulary list",1293700,seed
n4-vocab-1535880-c44decbe,N4,戻る,もどる,"to turn back","Jonathan Waller JLPT vocabulary list",1535880,seed
n4-vocab-1534870-621fc79c,N4,木綿,もめん,cotton,"Jonathan Waller JLPT vocabulary list",1534870,seed
n4-vocab-1535910-09451b4d,N4,もらう,もらう,"to receive","Jonathan Waller JLPT vocabulary list",1535910,seed
n4-vocab-1362490-6e19cfec,N4,森,もり,forest,"Jonathan Waller JLPT vocabulary list",1362490,seed
n4-vocab-1350600-41c08e85,N4,焼く,やく,"to bake,to grill","Jonathan Waller JLPT vocabulary list",1350600,seed
n4-vocab-1538130-0236ee18,N4,約束,やくそく,promise,"Jonathan Waller JLPT vocabulary list",1538130,seed
n4-vocab-1537980-f0a98d5b,N4,役に立つ,やくにたつ,"to be helpful","Jonathan Waller JLPT vocabulary list",1537980,seed
n4-vocab-1350610-2ba43825,N4,焼ける,やける,"to burn,to be roasted","Jonathan Waller JLPT vocabulary list",1350610,seed
n4-vocab-1539040-646dcd3c,N4,優しい,やさしい,kind,"Jonathan Waller JLPT vocabulary list",1539040,seed
n4-vocab-1605510-f9f47bc1,N4,痩せる,やせる,"to become thin","Jonathan Waller JLPT vocabulary list",1605510,seed
n4-vocab-1012800-d271c9a9,N4,やっと,やっと,"at last","Jonathan Waller JLPT vocabulary list",1012800,seed
n4-vocab-2772770-f1bdd46a,N4,やはり,やはり,"as I thought,absolutely","Jonathan Waller JLPT vocabulary list",2772770,seed
n4-vocab-1012810-ded855da,N4,やっぱり,やっぱり,"as I thought,absolutely","Jonathan Waller JLPT vocabulary list",1012810,seed
n4-vocab-1310640-621ac3af,N4,止む,やむ,"to stop","Jonathan Waller JLPT vocabulary list",1310640,seed
n4-vocab-1310680-dca83698,N4,止める,やめる,"to stop","Jonathan Waller JLPT vocabulary list",1310680,seed
n4-vocab-1605630-a6558955,N4,柔らかい,やわらかい,soft,"Jonathan Waller JLPT vocabulary list",1605630,seed
n4-vocab-1448580-6fd89918,N4,湯,ゆ,"hot water","Jonathan Waller JLPT vocabulary list",1448580,seed
n4-vocab-1538820-8066fe83,N4,輸出,ゆしゅつ,"to export","Jonathan Waller JLPT vocabulary list",1538820,seed
n4-vocab-1538870-c3f8870e,N4,輸入,ゆにゅう,"to import","Jonathan Waller JLPT vocabulary list",1538870,seed
n4-vocab-1309650-0c0cb21e,N4,指,ゆび,finger,"Jonathan Waller JLPT vocabulary list",1309650,seed
n4-vocab-1310050-c413be39,N4,指輪,ゆびわ,"finger ring","Jonathan Waller JLPT vocabulary list",1310050,seed
n4-vocab-1529410-e836aac5,N4,夢,ゆめ,dream,"Jonathan Waller JLPT vocabulary list",1529410,seed
n4-vocab-1545710-c81ed926,N4,揺れる,ゆれる,"to shake,to sway","Jonathan Waller JLPT vocabulary list",1545710,seed
n4-vocab-1546200-7c2ba3e4,N4,用,よう,use,"Jonathan Waller JLPT vocabulary list",1546200,seed
n4-vocab-1546220-db15bfc1,N4,用意,ようい,preparation,"Jonathan Waller JLPT vocabulary list",1546220,seed
n4-vocab-1546300-8f4fd029,N4,用事,ようじ,"things to do","Jonathan Waller JLPT vocabulary list",1546300,seed
n4-vocab-1179005-8b2e6ec4,N4,汚れる,よごれる,"to get dirty","Jonathan Waller JLPT vocabulary list",1179005,seed
n4-vocab-1543070-214b4ccf,N4,予習,よしゅう,"preparation for a lesson","Jonathan Waller JLPT vocabulary list",1543070,seed
n4-vocab-1543240-02aa7ca0,N4,予定,よてい,arrangement,"Jonathan Waller JLPT vocabulary list",1543240,seed
n4-vocab-1543750-d06bd742,N4,予約,よやく,reservation,"Jonathan Waller JLPT vocabulary list",1543750,seed
n4-vocab-1219680-b3783d96,N4,寄る,よる,"to visit","Jonathan Waller JLPT vocabulary list",1219680,seed
n4-vocab-1218760-5bc9b6b7,N4,喜ぶ,よろこぶ,"to be delighted","Jonathan Waller JLPT vocabulary list",1218760,seed
n4-vocab-1224880-c0d91a8d,N4,よろしい,よろしい,"(respectful) OK,all right","Jonathan Waller JLPT vocabulary list",1224880,seed
n4-vocab-1550140-f3928411,N4,理由,りゆう,reason,"Jonathan Waller JLPT vocabulary list",1550140,seed
n4-vocab-1549660-27052a83,N4,利用,りよう,utilization,"Jonathan Waller JLPT vocabulary list",1549660,seed
n4-vocab-1554010-a8893c7c,N4,両方,りょうほう,"both sides","Jonathan Waller JLPT vocabulary list",1554010,seed
n4-vocab-1553130-a6b3ec2b,N4,旅館,りょかん,"Japanese hotel","Jonathan Waller JLPT vocabulary list",1553130,seed
n4-vocab-1552760-6b00d1d1,N4,留守,るす,absence,"Jonathan Waller JLPT vocabulary list",1552760,seed
n4-vocab-1557290-14aebc2b,N4,冷房,れいぼう,"air conditioning","Jonathan Waller JLPT vocabulary list",1557290,seed
n4-vocab-1558050-f33e11d9,N4,歴史,れきし,history,"Jonathan Waller JLPT vocabulary list",1558050,seed
n4-vocab-1145130-bd2282d9,N4,レジ,レジ,register,"Jonathan Waller JLPT vocabulary list",1145130,seed
n4-vocab-1145990-9906af78,N4,レポート,レポート,report,"Jonathan Waller JLPT vocabulary list",1145990,seed
n4-vocab-1145990-cafd9bf7,N4,リポート,リポート,report,"Jonathan Waller JLPT vocabulary list",1145990,seed
n4-vocab-1559900-ae525942,N4,連絡,れんらく,contact,"Jonathan Waller JLPT vocabulary list",1559900,seed
n4-vocab-1148520-4db2cf4f,N4,ワープロ,ワープロ,"word processor","Jonathan Waller JLPT vocabulary list",1148520,seed
n4-vocab-1501660-d0f83ab7,N4,沸かす,わかす,"to boil,to heat","Jonathan Waller JLPT vocabulary list",1501660,seed
n4-vocab-1606590-5c9e7bac,N4,別れる,わかれる,"to separate","Jonathan Waller JLPT vocabulary list",1606590,seed
n4-vocab-1606680-c8c63e1d,N4,沸く,わく,"to boil, to grow hot,to get excited","Jonathan Waller JLPT vocabulary list",1606680,seed
n4-vocab-1538330-773da09d,N4,訳,わけ,"meaning,reason","Jonathan Waller JLPT vocabulary list",1538330,seed
n4-vocab-1519230-5892e539,N4,忘れ物,わすれもの,"lost article","Jonathan Waller JLPT vocabulary list",1519230,seed
n4-vocab-1351360-1e155766,N4,笑う,わらう,"to laugh,to smile","Jonathan Waller JLPT vocabulary list",1351360,seed
n4-vocab-1606810-dcf7cc6f,N4,割合,わりあい,"rate,ratio,percentage","Jonathan Waller JLPT vocabulary list",1606810,seed
n4-vocab-1208020-79442f56,N4,割れる,われる,"to break","Jonathan Waller JLPT vocabulary list",1208020,seed
n4-vocab-2005990-69a6d10a,N4,泳ぎ方,およぎかた,"way of swimming","Jonathan Waller JLPT vocabulary list",2005990,seed
